"","AGT_CD","N_POLICY","N_VIT","AVG_ANP","AVG_ANP_RIDER","AVG_N_RIDER","AVG_ANP_BASIC","N_POLICY_CAT1_CAT2","N_POLICY_CAT1","N_POLICY_CAT2","N_POLICY_CAT3","N_ACCIDENT","N_CI","N_DISABILITY","N_ENDOWMENT","N_INCOME","N_LIFE","N_MEDICAL","N_OTHERMED","N_PAYOR","N_SAVERS","N_GI","N_MED","N_LI","ANP_OUTLIER","BIN_POLICY","BIN_VIT","BIN_ANP","BIN_ANP_B","BIN_ANP_R","BIN_LIFE","BIN_ENDOWMENT","BIN_ACCIDENT","BIN_CI","BIN_DISABILITY","BIN_INCOME","BIN_MEDICAL","BIN_OTHERMED","BIN_PAYOR","BIN_SAVERS","cluster","SCORE_LIFE","SCORE_MEDIC","SCORE_OTH"
"116",154,6,0,578.365,205.421666666667,3.5,372.943333333333,0,1,3,2,1,1,4,0,0,4,5,0,3,4,12,6,4,2,2,1,5,5,5,2,1,3,2,2,1,2,1,2,2,4,1.5,1.5,2.25
"117",155,16,3,169.52,34.82125,1.8125,134.69875,0,2,0,14,0,0,5,0,0,5,8,0,5,1,11,8,5,0,2,3,2,2,3,2,1,1,1,2,1,2,1,2,1,3,1.5,1.25,1.5
"118",157,119,2,320.900504201681,32.8926050420168,5.22689075630252,288.007899159664,0,12,72,35,35,31,106,6,45,99,94,0,92,102,335,170,105,10,5,3,4,4,2,5,5,5,5,5,5,5,1,5,5,5,5,4,5
"119",158,48,0,221.554791666667,32.2070833333333,2.41666666666667,189.347708333333,0,9,11,28,0,1,44,0,0,44,17,0,21,20,85,18,44,2,4,1,2,3,2,5,1,1,2,5,1,3,1,4,4,1,3,1.75,3.5
"120",159,23,10,266.71,21.7004347826087,4.43478260869565,245.009565217391,0,4,8,11,9,7,19,1,11,18,11,0,16,15,59,29,19,2,3,5,3,4,2,3,4,4,3,3,5,3,1,4,4,2,3.5,3,3.75
"121",161,161,4,155.21099378882,18.0380124223602,1.2360248447205,137.17298136646,0,3,127,31,5,13,38,0,19,40,129,0,28,12,83,161,40,13,5,4,1,2,2,5,1,4,4,4,5,5,1,5,3,5,3,3.75,4
"122",162,64,3,189.70078125,37.15921875,3.09375,152.5415625,0,3,35,26,1,11,40,0,25,40,47,1,28,29,98,84,40,0,5,3,2,2,3,5,1,3,4,5,5,5,4,5,5,1,3,4.5,4.5
"123",163,61,26,628.92131147541,104.311803278689,3.86885245901639,524.609508196721,1,11,35,14,0,24,52,3,24,48,38,3,36,47,135,89,51,7,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4
"124",164,36,16,291.402777777778,72.2808333333333,5.69444444444444,219.121944444444,0,2,25,9,13,27,32,0,0,32,31,1,23,32,100,59,32,1,4,5,3,3,4,4,1,5,5,4,1,4,4,4,5,5,2.5,3.5,4.5
"125",165,29,17,283.531724137931,43.5989655172414,2.86206896551724,239.93275862069,0,3,21,5,0,8,16,0,0,15,19,3,7,14,37,30,15,0,3,5,3,4,3,3,1,1,3,3,1,4,5,3,3,2,2,3.25,2.5
"126",166,21,1,380.512857142857,14.5066666666667,2.0952380952381,366.00619047619,0,1,16,4,0,8,10,1,1,9,16,0,5,8,23,25,10,1,3,2,4,5,1,2,4,1,3,3,3,3,1,2,3,1,3,2.5,2.25
"127",167,35,4,410.845714285714,155.36,5.65714285714286,255.485714285714,0,1,19,15,1,21,29,4,18,26,28,0,22,30,82,67,30,6,4,4,5,4,5,4,5,3,5,4,5,4,1,4,5,5,4.5,3.75,4
"128",168,6,1,307.806666666667,137.2,5.5,170.606666666667,0,0,5,1,0,0,5,0,4,5,6,0,4,5,14,10,5,1,2,2,4,3,5,2,1,1,1,2,4,2,1,2,2,4,1.5,2,1.75
"129",169,48,9,371.269375,21.275,3.83333333333333,349.994375,0,6,27,15,6,29,42,0,11,39,28,0,8,38,94,68,39,3,4,5,4,5,2,5,1,4,5,5,5,4,1,3,5,5,3,3.75,4.25
"130",170,116,3,241.901982758621,19.166724137931,2.31896551724138,222.73525862069,0,9,75,32,30,23,41,2,27,52,80,3,8,41,120,133,54,10,5,3,3,3,2,5,5,5,5,5,5,5,5,3,5,5,5,5,4.5
"131",171,3,1,1050.66666666667,44,6.66666666666667,1006.66666666667,2,0,1,0,0,2,3,0,1,3,1,3,3,3,9,7,3,1,1,2,5,5,3,2,1,1,2,1,3,1,5,2,2,4,1.5,2.75,1.5
"132",172,7,2,346.557142857143,22.6285714285714,3.42857142857143,323.928571428571,0,5,2,0,0,0,6,0,0,7,2,1,6,7,19,3,7,0,2,3,4,4,2,2,1,1,1,2,1,1,4,3,3,4,1.5,1.75,2.25
"133",173,20,0,180.266,10.395,1.65,169.871,0,0,17,3,0,4,5,0,1,7,18,0,5,5,15,23,7,0,3,1,2,2,1,2,1,1,3,2,3,3,1,2,2,3,1.5,2.5,1.75
"134",176,1,0,246.7,0,0,246.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"135",177,29,1,300.637931034483,42.8689655172414,2.62068965517241,257.768965517241,0,0,17,12,13,6,17,0,0,17,17,2,1,17,48,25,17,5,3,2,4,4,3,3,1,5,3,3,1,3,4,1,4,1,2,2.75,3.25
"136",179,29,9,331.37275862069,52.0031034482759,4.3448275862069,279.369655172414,0,1,16,12,4,16,26,6,10,20,14,2,19,19,68,42,26,3,3,5,4,4,3,4,5,4,4,4,5,3,4,4,4,5,4.5,4,4
"137",180,1,0,260,0,6,260,0,0,1,0,0,1,1,0,1,1,1,0,1,1,3,3,1,0,1,1,3,4,1,1,1,1,2,1,3,1,1,1,1,3,1,1.75,1
"138",181,23,13,278.787826086957,93.5304347826087,1.52173913043478,185.257391304348,1,1,0,21,0,1,2,0,0,2,15,0,1,1,4,16,2,1,3,5,3,3,4,1,1,1,2,1,1,3,1,1,1,2,1,1.75,1
"139",182,42,1,163.15119047619,42.4119047619048,2.02380952380952,120.739285714286,0,0,13,29,13,9,17,5,2,13,20,0,11,15,56,31,18,3,4,2,2,1,3,3,5,5,4,3,3,4,1,3,4,1,4,3,3.75
"140",183,23,2,407.178260869565,72.5760869565217,2.39130434782609,334.602173913043,0,5,13,5,2,7,12,1,0,11,14,0,8,9,31,21,12,5,3,3,5,5,4,3,4,3,3,3,1,3,1,3,3,2,3.5,2,3
"141",184,101,0,392.152079207921,58.7831683168317,1.59405940594059,333.368910891089,0,9,72,20,11,3,18,4,0,14,74,27,16,17,62,104,18,31,5,1,4,5,4,3,5,4,2,3,1,5,5,4,4,1,4,3.25,3.75
"142",185,13,0,310.060769230769,87.3807692307692,6,222.68,1,0,7,5,0,10,10,0,9,11,12,1,9,11,30,32,11,2,2,1,4,3,4,3,1,1,4,3,5,3,4,3,3,4,2,4,2.5
"143",186,23,8,342.173913043478,158.799130434783,3.78260869565217,183.374782608696,1,0,9,13,0,11,17,1,0,17,15,0,9,13,39,26,18,5,3,4,4,3,5,3,4,1,4,3,1,3,1,3,3,2,3.5,2.25,2.5
"144",187,41,2,173.863414634146,34.7148780487805,0.75609756097561,139.148536585366,0,0,15,26,22,0,5,0,0,6,17,0,1,5,33,17,6,7,4,3,2,2,3,2,1,5,1,2,1,3,1,1,2,2,1.5,1.5,2.5
"145",189,37,6,240.106486486486,28.2767567567568,3.18918918918919,211.82972972973,1,0,24,12,4,16,24,0,7,24,28,1,18,21,67,52,24,2,4,4,3,3,2,4,1,4,4,4,4,4,4,4,4,2,2.5,4,4
"146",190,17,0,323.315882352941,112.718823529412,1.52941176470588,210.597058823529,0,0,17,0,0,2,2,0,0,2,16,1,1,1,4,19,2,2,3,1,4,3,5,1,1,1,2,1,1,3,4,1,1,4,1,2.5,1
"147",191,11,0,152.466363636364,4.97272727272727,1.18181818181818,147.493636363636,0,0,4,7,0,0,7,0,0,7,4,3,0,0,7,7,7,0,2,1,1,2,1,2,1,1,1,2,1,2,5,1,1,3,1.5,2.25,1.25
"148",192,26,8,230.091923076923,65.875,2.92307692307692,164.216923076923,0,2,13,11,4,6,13,1,4,13,15,4,7,10,34,29,14,2,3,4,3,2,4,3,4,4,3,3,4,3,5,3,3,2,3.5,3.75,3.25
"149",193,38,6,92.3397368421053,5.605,0.394736842105263,86.7347368421053,0,0,4,34,34,0,3,0,2,3,3,0,2,2,41,5,3,6,4,4,1,1,1,2,1,5,1,1,3,2,1,2,2,2,1.5,1.75,2.5
"150",196,7,6,438.958571428571,99.6385714285714,2.71428571428571,339.32,0,1,2,4,1,2,6,5,1,1,1,0,5,3,15,4,6,1,2,4,5,5,5,1,5,3,2,2,3,1,1,2,2,2,3,1.75,2.25
"151",198,1,0,300,0,4,300,0,0,1,0,0,1,1,0,0,1,1,0,0,1,2,2,1,0,1,1,4,4,1,1,1,1,2,1,1,1,1,1,1,3,1,1.25,1
"152",200,15,1,167.047333333333,11.74,0.866666666666667,155.307333333333,0,1,0,14,0,2,9,0,0,9,6,0,1,0,10,8,9,1,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,3,1.5,1.5,1.25
"153",201,3,0,300,0,0.333333333333333,300,0,0,0,3,0,0,1,3,0,0,0,0,0,0,1,0,3,0,1,1,4,4,1,1,5,1,1,1,1,1,1,1,1,4,3,1,1
"154",202,8,0,746.78375,129.6375,1.625,617.14625,0,4,1,3,0,1,7,0,1,7,1,0,0,1,8,3,7,2,2,1,5,5,5,2,1,1,2,2,3,1,1,1,1,4,1.5,1.75,1.25
"155",203,40,26,326.308,20.17775,5,306.13025,1,3,29,7,16,17,36,4,20,27,24,4,31,29,112,65,31,4,4,5,4,4,2,4,5,5,4,4,5,4,5,5,5,5,4.5,4.5,4.75
"156",204,39,6,371.344615384615,15.7964102564103,3.33333333333333,355.548205128205,0,13,20,6,0,13,33,0,3,31,20,1,26,30,89,37,31,6,4,4,4,5,2,4,1,1,4,4,4,4,4,5,5,2,2.5,4,3.75
"157",205,123,3,193.510650406504,17.9194308943089,1.73983739837398,175.591219512195,1,8,36,78,65,28,51,2,13,54,40,1,14,45,175,82,56,8,5,3,2,3,2,5,5,5,5,5,5,5,4,4,5,5,5,4.75,4.75
"158",206,70,9,614.099714285714,218.734428571429,3.52857142857143,395.365285714286,0,25,29,16,7,30,59,13,2,47,33,0,34,58,158,65,60,27,5,5,5,5,5,5,5,4,5,5,3,4,1,5,5,5,5,3.25,4.75
"159",207,56,31,227.477321428571,61.15,3.28571428571429,166.327321428571,0,3,27,26,25,20,30,1,16,28,26,3,20,28,103,65,29,9,4,5,3,2,4,4,4,5,5,4,5,4,5,4,4,5,4,4.75,4.25
"160",208,66,43,388.907121212121,107.837272727273,3.86363636363636,281.069848484848,7,5,21,33,6,27,56,5,0,50,26,4,39,23,124,57,55,4,5,5,4,4,5,5,5,4,5,5,1,4,5,5,4,5,5,3.75,4.5
"161",209,98,3,345.245510204082,85.1001020408163,3.52040816326531,260.145408163265,0,26,23,49,2,4,83,1,10,82,36,0,71,50,206,50,83,9,5,3,4,4,4,5,4,3,3,5,5,5,1,5,5,5,4.5,3.5,4.5
"162",210,110,6,513.623363636364,262.329545454545,3.37272727272727,251.293818181818,2,20,63,25,0,25,81,0,23,80,66,3,52,73,206,117,80,8,5,4,5,4,5,5,1,1,5,5,5,5,5,5,5,5,3,5,4
"163",211,38,4,204.996842105263,34.5602631578947,2.5,170.436578947368,0,3,5,30,0,7,30,0,0,30,10,0,21,7,58,17,30,3,4,4,2,2,3,4,1,1,3,4,1,3,1,4,3,2,2.5,2,3
"164",213,24,3,591.058333333333,147.5,3.95833333333333,443.558333333333,1,0,16,7,1,5,20,0,0,22,20,2,11,21,53,27,22,8,3,3,5,5,5,4,1,3,3,4,1,4,4,3,4,2,2.5,3,3.5
"165",214,168,11,214.516369047619,41.9325595238095,1.88690476190476,172.58380952381,15,5,48,100,91,36,61,0,32,61,55,5,59,60,271,128,61,12,5,5,2,3,3,5,1,5,5,5,5,5,5,5,5,5,3,5,5
"166",216,285,10,412.336070175438,87.8980350877193,4.70175438596491,324.438035087719,0,19,188,78,4,107,226,1,89,225,245,2,209,212,651,443,226,37,5,5,5,4,4,5,4,4,5,5,5,5,4,5,5,5,4.5,4.75,4.75
"167",217,65,7,490.120307692307,196.480923076923,3.10769230769231,293.639384615385,0,5,24,36,0,23,42,7,11,57,25,0,20,35,97,59,64,9,5,4,5,4,5,5,5,1,5,5,5,4,1,4,5,5,5,3.75,3.75
"168",220,14,5,147.008571428571,30.2807142857143,2.42857142857143,116.727857142857,0,1,5,8,0,1,10,0,3,9,8,0,9,4,23,12,9,0,2,4,1,1,2,2,1,1,2,3,4,2,1,3,2,2,1.5,2.25,2.25
"169",221,11,8,293.187272727273,30.8172727272727,6.45454545454545,262.37,0,0,8,3,4,8,9,0,6,9,10,5,6,8,27,29,9,0,2,4,3,4,2,2,1,4,3,2,4,3,5,3,3,2,1.5,3.75,3
"170",222,168,6,287.456785714286,87.9183333333333,3.82142857142857,199.538452380952,1,9,85,73,39,7,106,8,68,101,112,1,91,67,303,188,109,27,5,4,3,3,4,5,5,5,3,5,5,5,4,5,5,5,5,4.25,5
"171",223,1,0,155.61,63.94,3,91.67,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,3,1,1.25,1
"172",224,64,1,194.845,35.20671875,1.9375,159.63828125,0,3,11,50,0,9,34,0,9,34,44,0,20,17,71,62,34,3,5,2,2,2,3,4,1,1,4,4,5,5,1,4,4,1,2.5,3.75,3.25
"173",225,14,1,338.11,1.57,0.928571428571429,336.54,0,0,0,14,0,0,13,0,0,14,0,0,0,0,13,0,14,0,2,2,4,5,1,3,1,1,1,3,1,1,1,1,1,4,2,1,1.5
"174",226,25,1,358.8232,145.5036,5.56,213.3196,0,1,16,8,8,15,21,0,9,21,19,2,16,17,62,45,21,8,3,2,4,3,5,4,1,4,4,4,5,4,4,4,4,1,2.5,4.25,4
"175",228,42,1,103.373095238095,9.83047619047619,1.23809523809524,93.542619047619,0,0,30,12,5,3,14,0,5,14,30,0,9,2,30,38,14,0,4,2,1,1,1,3,1,4,2,3,4,4,1,3,2,1,2,2.75,3
"176",229,80,1,149.518,46.57875,2.95,102.93925,0,1,24,55,7,30,55,0,11,53,51,0,12,30,104,92,53,1,5,2,1,1,3,5,1,4,5,5,5,5,1,4,5,1,3,4,4.5
"177",230,25,10,352.766,105.9192,3.6,246.8468,1,4,5,15,3,5,15,2,0,14,9,0,9,6,33,14,16,2,3,5,4,4,5,3,5,4,3,3,1,2,1,3,2,2,4,1.75,3
"178",231,30,2,168.839,56.8,3.1,112.039,0,0,6,24,0,3,24,0,2,24,11,0,9,9,42,16,24,1,3,3,2,1,3,4,1,1,2,4,3,3,1,3,3,2,2.5,2.25,2.75
"179",232,103,13,366.115533980583,21.7780582524272,2.21359223300971,344.337475728156,1,8,26,68,32,29,62,6,7,56,35,2,40,38,172,73,62,20,5,5,4,5,2,5,5,5,5,5,4,4,4,5,5,5,5,4.25,5
"180",233,82,22,235.554024390244,64.7037804878049,3.19512195121951,170.850243902439,1,5,26,50,12,12,63,2,14,61,37,4,26,32,133,67,63,1,5,5,3,3,4,5,5,5,4,5,5,5,5,5,5,5,5,4.75,5
"181",235,66,17,459.625909090909,184.226363636364,3.71212121212121,275.399545454546,2,5,10,49,10,17,37,1,2,36,21,0,19,14,80,40,37,14,5,5,5,4,5,4,4,4,4,4,3,4,1,4,3,5,4,3,3.75
"182",237,232,22,245.991551724138,30.5680603448276,2.09051724137931,215.42349137931,6,12,67,147,141,64,84,0,58,84,68,5,68,84,377,195,84,41,5,5,3,3,2,5,1,5,5,5,5,5,5,5,5,5,3,5,5
"183",238,43,6,486.24023255814,92.9262790697674,2.48837209302326,393.313953488372,0,9,11,23,29,10,22,0,0,22,13,0,20,22,93,23,22,12,4,4,5,5,4,4,1,5,4,4,1,3,1,4,4,2,2.5,2.25,4.25
"184",240,30,4,374.727,7.05,5.3,367.677,2,0,23,5,0,22,27,0,8,26,26,5,24,26,77,61,26,2,3,4,4,5,1,4,1,1,5,4,4,4,5,5,4,2,2.5,4.5,3.5
"185",242,2,0,750,360,4.5,390,0,1,1,0,0,0,2,0,0,2,1,0,2,2,6,1,2,1,1,1,5,5,5,1,1,1,1,1,1,1,1,2,2,4,1,1,1.5
"186",243,146,51,380.340068493151,27.2227397260274,2.95205479452055,353.117328767124,0,8,86,52,24,61,70,2,22,68,81,12,68,68,230,176,70,26,5,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"187",244,44,25,353.035,14.8663636363636,3.45454545454545,338.168636363636,0,7,18,19,11,18,30,0,10,40,17,0,21,23,85,45,40,7,4,5,4,5,2,5,1,4,5,4,5,3,1,4,4,5,3,3.5,4
"188",245,32,3,244.2340625,78.481875,4.375,165.7521875,0,0,14,18,8,16,23,1,15,21,20,0,16,20,67,51,22,3,3,3,3,2,4,4,4,4,4,4,5,4,1,4,4,1,4,3.5,4
"189",246,93,6,230.764193548387,18.0537634408602,2.12903225806452,212.710430107527,0,6,68,19,2,18,39,1,3,40,80,4,28,35,104,105,41,8,5,4,3,3,2,5,4,3,5,5,4,5,5,5,5,5,4.5,4.75,4.5
"190",247,108,16,387.158888888889,91.369537037037,3.12962962962963,295.789351851852,10,3,48,47,39,40,64,7,15,56,53,7,56,63,222,115,63,23,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"191",248,68,17,420.084411764706,103.715294117647,3.13235294117647,316.369117647059,0,7,46,15,0,5,40,1,3,40,51,4,36,37,113,63,41,10,5,5,5,4,5,5,4,1,3,5,4,5,5,5,5,5,4.5,4.25,4
"192",251,59,2,397.737627118644,62.7901694915254,2.69491525423729,334.947457627118,0,8,37,14,11,20,31,4,1,27,35,6,29,31,102,62,31,12,4,3,4,5,4,4,5,4,5,4,3,4,5,5,5,5,4.5,4.25,4.5
"193",252,8,5,722.8,60,7.75,662.8,1,0,4,3,3,7,8,0,7,8,7,1,8,8,27,22,8,2,2,4,5,5,4,2,1,4,3,2,4,2,4,3,3,2,1.5,3.25,3
"194",253,30,4,241.964333333333,44.912,4.23333333333333,197.052333333333,2,2,21,5,7,10,16,1,8,15,19,3,12,11,46,40,16,2,3,4,3,3,3,3,4,4,4,3,4,4,5,4,3,2,3.5,4.25,3.5
"195",255,22,0,176.286363636364,32.9031818181818,1.81818181818182,143.383181818182,0,2,3,17,1,2,13,0,1,13,13,0,6,4,24,16,13,2,3,1,2,2,2,3,1,3,2,3,3,3,1,3,2,1,2,2.25,2.75
"196",256,27,0,223.003333333333,34.0037037037037,1.74074074074074,188.99962962963,0,0,21,6,2,3,8,1,0,8,22,4,3,8,21,29,9,2,3,1,2,3,3,2,4,3,2,2,1,4,5,2,3,1,3,3,2.5
"197",257,24,1,375.968333333333,59.8870833333333,1.83333333333333,316.08125,0,0,17,7,5,1,10,2,0,8,17,1,0,9,24,19,10,7,3,2,4,4,4,2,5,4,2,3,1,3,4,1,3,1,3.5,2.5,2.75
"198",258,19,3,309.125263157895,64.111052631579,3.84210526315789,245.014210526316,1,0,9,9,5,6,16,2,5,14,10,0,9,12,42,21,16,2,3,3,4,4,4,3,5,4,3,3,4,3,1,3,3,2,4,2.75,3.25
"199",259,18,4,204.905,14.3627777777778,3.55555555555556,190.542222222222,0,0,15,3,2,7,11,0,8,11,17,0,9,11,33,32,11,0,3,4,2,3,1,3,1,3,3,3,4,3,1,3,3,2,2,2.75,3
"200",260,20,0,209.225,10.863,3.05,198.362,0,0,17,3,9,3,12,0,0,12,18,0,3,10,34,21,12,1,3,1,2,3,1,3,1,4,2,3,1,3,1,2,3,1,2,1.75,3
"201",261,14,0,537.927142857143,234.434285714286,2.85714285714286,303.492857142857,0,4,4,6,0,0,10,2,0,12,6,0,3,12,25,6,14,5,2,1,5,4,5,3,5,1,1,3,1,2,1,2,3,4,4,1.25,2.25
"202",262,27,0,516.97962962963,113.211111111111,3.66666666666667,403.768518518518,3,7,9,8,3,11,23,0,0,24,9,1,21,19,66,21,24,7,3,1,5,5,5,4,1,4,4,4,1,2,4,4,4,1,2.5,2.75,4
"203",264,2,0,130.4,24.95,2,105.45,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,3,1,1.75,1
"204",266,2,0,470.4,323.76,3,146.64,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,0,1,0,1,1,5,2,5,1,4,1,1,1,1,1,1,1,1,4,2.5,1,1
"205",267,14,4,220.285714285714,7.71428571428571,6.21428571428571,212.571428571429,0,0,12,2,1,12,14,0,14,14,13,0,14,14,43,39,14,0,2,4,2,3,1,3,1,3,4,3,5,3,1,4,3,2,2,3.25,3.25
"206",270,16,6,173.446875,40.785625,3.375,132.66125,0,0,5,11,0,2,10,0,0,10,9,0,8,4,22,11,10,0,2,4,2,2,3,3,1,1,2,3,1,2,1,3,2,2,2,1.5,2.25
"207",271,1,0,51.26,0,1,51.26,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"208",273,3,0,185.183333333333,69.6,3,115.583333333333,0,0,1,2,0,0,1,0,0,1,2,0,0,1,2,2,1,0,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"209",275,20,2,169.623,54.8245,3.15,114.7985,0,0,6,14,2,0,13,0,6,13,14,0,10,8,33,20,13,0,3,3,2,1,3,3,1,3,1,3,4,3,1,3,3,2,2,2.25,3
"210",277,24,5,681.437083333333,56.5329166666667,4.45833333333333,624.904166666667,4,0,12,8,0,14,24,1,0,23,19,4,4,24,52,37,24,5,3,4,5,5,3,4,4,1,4,4,1,4,5,2,4,2,4,3.5,2.75
"211",278,20,4,253.569,93.96,3,159.609,0,0,3,17,0,4,4,0,0,4,8,0,0,2,6,12,4,2,3,4,3,2,4,2,1,1,3,2,1,2,1,1,2,2,1.5,1.75,1.5
"212",279,66,1,94.1915151515152,20.5084848484848,1.74242424242424,73.6830303030303,0,0,12,54,0,3,60,0,4,60,21,0,3,16,79,28,60,0,5,2,1,1,2,5,1,1,2,5,4,4,1,2,4,1,3,2.75,3
"213",280,13,4,176.610769230769,22.1930769230769,1.15384615384615,154.417692307692,0,1,0,12,0,7,8,0,0,8,5,0,0,0,8,12,8,2,2,4,2,2,2,2,1,1,3,2,1,2,1,1,1,3,1.5,1.75,1.25
"214",281,40,2,279.83925,37.82075,3.375,242.0185,0,5,20,15,15,15,27,3,14,23,17,5,21,21,84,51,26,4,4,3,3,4,3,4,5,5,4,4,5,3,5,4,4,5,4.5,4.25,4.25
"215",282,15,9,357.75,146.056666666667,4.8,211.693333333333,0,1,4,10,0,5,10,3,0,7,6,0,7,9,26,11,10,1,2,5,4,3,5,2,5,1,3,3,1,2,1,3,3,2,3.5,1.75,2.5
"216",283,52,13,327.027307692308,19.9855769230769,4.44230769230769,307.041730769231,2,6,39,5,16,30,44,0,20,40,33,5,33,35,128,88,40,4,4,5,4,4,2,5,1,5,5,5,5,4,5,5,5,5,3,4.75,5
"217",284,30,5,550.567333333333,223.388,2.76666666666667,327.179333333333,12,1,10,7,1,16,18,1,0,19,13,3,8,17,44,32,20,7,3,4,5,5,5,4,4,3,4,3,1,3,5,3,4,2,4,3.25,3.25
"218",285,108,0,104.735925925926,7.79388888888889,0.527777777777778,96.9420370370371,0,0,77,31,0,14,25,0,1,25,86,1,0,3,28,102,25,0,5,1,1,1,1,4,1,1,4,4,3,5,4,1,2,1,2.5,4,2
"219",286,8,2,459.01625,111.88625,2.375,347.13,0,7,0,1,0,0,8,1,0,7,0,0,4,6,18,0,8,1,2,3,5,5,5,2,4,1,1,2,1,1,1,2,2,4,3,1,1.75
"220",287,52,4,230.977692307692,21.8330769230769,2.78846153846154,209.144615384615,0,2,27,23,13,20,27,1,1,27,33,0,25,27,92,54,28,5,4,4,3,3,2,4,4,5,5,4,3,4,1,5,4,5,4,3.25,4.5
"221",288,15,7,483.462,56.438,2.2,427.024,0,3,9,3,0,5,7,1,0,7,8,4,2,6,15,17,8,5,2,4,5,5,3,2,4,1,3,2,1,2,5,2,2,2,3,2.75,1.75
"222",290,9,0,89.2344444444444,16.4,1.66666666666667,72.8344444444444,0,0,2,7,0,0,9,0,0,9,2,0,0,2,11,2,9,0,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2,3,1.5,1,1.5
"223",293,12,3,269.866666666667,0,4.5,269.866666666667,0,5,7,0,1,4,12,0,7,12,7,0,8,12,33,18,12,0,2,3,3,4,1,3,1,3,3,3,4,2,1,3,3,2,2,2.5,3
"224",294,22,4,292.121363636364,98.1340909090909,1.90909090909091,193.987272727273,0,4,2,16,0,2,8,1,0,6,8,0,7,2,17,10,7,1,3,4,3,3,5,2,4,1,2,2,1,2,1,3,2,2,3,1.5,2
"225",295,115,21,356.576173913043,166.43252173913,1.21739130434783,190.143652173913,7,6,21,81,60,17,45,2,2,41,18,3,18,27,150,40,43,21,5,5,4,3,5,5,5,5,4,5,3,3,5,4,4,5,5,3.75,4.5
"226",296,22,4,321.565909090909,79.9495454545455,4.77272727272727,241.616363636364,0,1,12,9,0,16,21,0,0,21,17,0,19,20,60,33,21,1,3,4,4,4,4,4,1,1,4,4,1,3,1,4,4,2,2.5,2.25,3.25
"227",299,16,4,452.314375,182.89125,5.625,269.423125,1,0,5,10,0,9,11,0,0,11,9,0,6,9,26,18,11,3,2,4,5,4,5,3,1,1,4,3,1,2,1,3,3,2,2,2,2.5
"228",301,31,1,328.24,15.5025806451613,2.45161290322581,312.737419354839,0,26,0,5,0,0,30,0,0,30,0,0,30,13,73,0,30,1,3,2,4,4,2,4,1,1,1,4,1,1,1,5,3,4,2.5,1,3.25
"229",303,4,0,267,96,8,171,0,0,1,3,0,4,4,0,1,4,4,0,4,4,12,9,4,0,1,1,3,3,5,2,1,1,3,2,3,2,1,2,2,4,1.5,2.25,1.75
"230",306,57,1,200.144035087719,24.1061403508772,2.70175438596491,176.037894736842,0,2,25,30,16,20,30,1,0,29,36,4,22,30,98,60,30,3,4,2,2,3,2,4,4,5,5,4,1,5,5,4,5,1,4,4,4.5
"231",307,63,26,334.625396825397,67.8636507936508,4.33333333333333,266.761746031746,3,5,30,25,4,23,52,5,24,48,38,2,31,38,125,87,53,9,5,5,4,4,4,5,5,4,5,5,5,5,4,5,5,5,5,4.75,4.75
"232",308,11,0,301.636363636364,0,5.72727272727273,301.636363636364,0,1,7,3,0,10,11,0,10,11,10,0,11,11,33,30,11,0,2,1,4,4,1,3,1,1,4,3,5,3,1,3,3,4,2,3.25,2.5
"233",309,81,28,252.562716049383,22.3912345679012,2.40740740740741,230.171481481481,0,5,53,23,11,18,45,1,8,43,60,12,8,41,105,98,44,3,5,5,3,3,2,5,4,4,5,5,4,5,5,3,5,5,4.5,4.75,4.25
"234",312,109,7,553.239082568807,115.410183486239,3.15596330275229,437.828899082569,5,15,63,26,3,26,87,16,2,71,66,2,63,79,232,96,87,24,5,4,5,5,5,5,5,4,5,5,3,5,4,5,5,5,5,4.25,4.75
"235",313,4,0,379.9,39.9,6.5,340,0,0,4,0,1,3,4,0,4,4,4,0,2,4,11,11,4,0,1,1,4,5,3,2,1,3,2,2,4,2,1,2,2,4,1.5,2.25,2.25
"236",314,38,10,175.300789473684,31.106052631579,2.97368421052632,144.194736842105,0,2,8,28,4,9,27,3,1,24,16,0,15,11,57,26,27,0,4,5,2,2,2,4,5,4,4,4,3,3,1,4,3,5,4.5,2.75,3.75
