"","AGT_CD","N_POLICY","N_VIT","AVG_ANP","AVG_ANP_RIDER","AVG_N_RIDER","AVG_ANP_BASIC","N_POLICY_CAT1_CAT2","N_POLICY_CAT1","N_POLICY_CAT2","N_POLICY_CAT3","N_ACCIDENT","N_CI","N_DISABILITY","N_ENDOWMENT","N_INCOME","N_MEDICAL","N_OTHERMED","N_PAYOR","N_SAVERS","N_NA"
"217",284,30,5,550.567333333333,223.388,2.76666666666667,327.179333333333,12,1,10,7,1,17,18,1,0,20,3,10,23,0
"218",285,108,0,104.735925925926,7.79388888888889,0.527777777777778,96.9420370370371,0,0,77,31,0,14,25,0,1,92,1,0,3,0
"219",286,8,2,459.01625,111.88625,2.375,347.13,0,7,0,1,0,0,8,1,0,0,0,4,6,0
"220",287,52,4,230.977692307692,21.8330769230769,2.78846153846154,209.144615384615,0,2,27,23,13,20,27,1,1,43,0,30,35,0
"221",288,15,7,483.462,56.438,2.2,427.024,0,3,9,3,0,6,7,1,0,13,4,2,7,0
"222",290,9,0,89.2344444444444,16.4,1.66666666666667,72.8344444444444,0,0,2,7,0,0,9,0,0,2,0,0,2,0
"223",293,12,3,269.866666666667,0,4.5,269.866666666667,0,5,7,0,1,5,13,0,7,7,0,8,12,0
"224",294,22,4,292.121363636364,98.1340909090909,1.90909090909091,193.987272727273,0,4,2,16,0,2,8,1,0,8,0,7,2,0
"225",295,115,21,356.576173913043,166.43252173913,1.21739130434783,190.143652173913,7,6,21,81,60,22,46,2,2,28,3,21,30,0
"226",296,22,4,321.565909090909,79.9495454545455,4.77272727272727,241.616363636364,0,1,12,9,0,19,21,0,0,18,0,19,27,0
"227",299,16,4,452.314375,182.89125,5.625,269.423125,1,0,5,10,0,9,11,0,0,18,0,6,9,0
"228",301,31,1,328.24,15.5025806451613,2.45161290322581,312.737419354839,0,26,0,5,0,0,30,0,0,0,0,30,13,0
"229",303,4,0,267,96,8,171,0,0,1,3,0,7,4,0,1,8,0,7,4,0
"230",306,57,1,200.144035087719,24.1061403508772,2.70175438596491,176.037894736842,0,2,25,30,16,23,30,1,0,47,4,22,39,0
"231",307,63,26,334.625396825397,67.8636507936508,4.33333333333333,266.761746031746,3,5,30,25,10,35,55,5,24,48,2,43,59,0
"232",308,11,0,301.636363636364,0,5.72727272727273,301.636363636364,0,1,7,3,0,10,11,0,10,10,0,11,11,0
"233",309,81,28,252.562716049383,22.3912345679012,2.40740740740741,230.171481481481,0,5,53,23,11,21,45,1,8,72,12,9,46,0
"234",312,109,7,553.239082568807,115.410183486239,3.15596330275229,437.828899082569,5,15,63,26,6,28,89,16,2,69,2,71,96,0
"235",313,4,0,379.9,39.9,6.5,340,0,0,4,0,2,4,4,0,4,4,0,2,6,0
"236",314,38,10,175.300789473684,31.106052631579,2.97368421052632,144.194736842105,0,2,8,28,7,10,28,3,1,23,0,16,11,0
"237",316,24,2,108.67875,10.215,0.625,98.46375,0,0,14,10,0,0,10,0,0,17,0,1,1,0
"238",317,36,1,96.7636111111111,1.38583333333333,0.388888888888889,95.3777777777778,0,0,29,7,0,1,7,0,0,29,0,6,0,0
"239",318,67,29,993.054776119403,293.217910447761,2.50746268656716,699.836865671642,3,34,1,29,0,4,51,9,0,8,0,49,12,0
"240",319,12,0,269.819166666667,78.4858333333333,3.91666666666667,191.333333333333,0,2,4,6,4,4,11,0,1,7,0,11,6,0
"241",320,21,9,302.485714285714,17.6961904761905,3.0952380952381,284.789523809524,0,0,17,4,0,7,14,2,1,25,1,11,13,0
"242",321,33,10,405.211212121212,64.6863636363636,3.87878787878788,340.524848484848,1,3,19,10,0,21,27,1,7,21,2,22,30,0
"243",322,26,1,154.181538461538,29.4773076923077,2.11538461538462,124.704230769231,0,0,25,1,6,1,5,0,3,39,7,5,10,0
"244",325,31,10,708.461935483871,145.565806451613,3.7741935483871,562.896129032258,0,6,12,13,2,16,28,8,0,17,0,19,36,0
"245",326,80,4,244.025375,77.2445,3.9125,166.780875,1,3,45,31,0,3,68,0,27,98,0,21,60,0
"246",328,2,0,112.745,0,0,112.745,0,0,0,2,0,0,0,0,0,2,0,0,0,0
"247",329,5,5,525.272,47.722,1.6,477.55,1,1,1,2,1,1,3,0,1,2,0,0,2,0
"248",332,120,11,164.7745,25.8428333333333,0.725,138.931666666667,1,7,18,94,89,5,22,1,0,29,0,14,26,0
"249",333,31,2,111.454193548387,12.2974193548387,1.67741935483871,99.1567741935484,0,3,7,21,0,2,24,0,5,10,1,7,7,0
"250",334,30,0,141.779,7.24,0.6,134.539,0,0,2,28,0,0,12,0,0,20,0,0,2,0
"251",335,36,0,204.037777777778,17.6533333333333,0.777777777777778,186.384444444444,1,1,0,34,0,8,15,0,0,21,0,3,2,0
"252",336,13,2,272.866923076923,75.4423076923077,1.69230769230769,197.424615384615,1,1,0,11,0,1,8,4,0,5,0,8,4,0
"253",337,21,5,171.675714285714,49.9514285714286,2.57142857142857,121.724285714286,0,0,5,16,0,8,10,0,3,12,0,0,5,0
"254",338,4,4,276.75,0,2.75,276.75,0,1,3,0,0,2,3,0,1,1,2,2,2,0
"255",341,63,2,175.625714285714,39.5361904761905,2.31746031746032,136.089523809524,0,0,17,46,2,1,39,0,16,51,0,18,26,0
"256",342,49,8,186.337755102041,31.8316326530612,2.69387755102041,154.50612244898,0,0,15,34,8,7,42,6,8,21,0,23,28,0
"257",343,26,0,378.877307692308,143.035384615385,2.30769230769231,235.841923076923,0,0,5,21,1,6,25,4,0,4,0,10,10,0
"258",344,23,4,165.494782608696,25.4773913043478,0.521739130434783,140.017391304348,0,1,3,19,19,0,2,1,0,5,1,4,2,0
"259",351,3,0,469.816666666667,306.546666666667,5.33333333333333,163.27,0,0,0,3,0,0,1,1,0,0,0,1,1,0
"260",353,22,1,292.911818181818,49.2418181818182,4.13636363636364,243.67,0,1,15,6,22,9,17,0,7,17,0,10,17,0
"261",355,7,4,738.975714285714,347.274285714286,4.14285714285714,391.701428571429,0,3,2,2,2,1,7,1,2,2,0,5,10,0
"262",357,40,3,140.30725,34.43375,1.8,105.8735,1,2,28,9,10,3,12,0,8,53,0,7,7,0
"263",358,123,7,126.674959349593,2.9490243902439,0.40650406504065,123.72593495935,0,2,14,107,104,6,9,1,4,23,0,6,10,0
"264",359,4,1,274.9375,72.4375,1.5,202.5,1,0,0,3,0,1,1,0,0,2,0,0,0,0
"265",360,1,0,230.4,140.4,3,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"266",361,5,3,404.972,16.824,5,388.148,0,0,3,2,3,3,5,2,3,3,0,4,4,0
"267",364,3,0,129.143333333333,22.89,1,106.253333333333,0,0,2,1,0,0,1,0,0,3,0,1,0,0
"268",365,37,2,183.001621621622,27.9618918918919,1.81081081081081,155.03972972973,0,3,20,14,2,6,18,0,3,41,7,3,4,0
"269",366,5,0,217.5,102.18,1.6,115.32,0,0,5,0,0,0,1,0,0,9,0,0,2,0
"270",367,17,0,41.8417647058823,0,0,41.8417647058823,0,0,0,17,17,0,0,0,0,0,0,0,0,0
"271",368,20,1,257.476,77.944,2.6,179.532,0,0,14,6,0,10,10,0,1,22,0,7,12,0
"272",369,39,5,221.978461538462,15.63,2.87179487179487,206.348461538462,0,0,16,23,17,15,21,1,1,30,0,24,22,0
"273",371,11,0,249.078181818182,3.81818181818182,3.27272727272727,245.26,0,0,9,2,0,6,7,0,0,10,0,8,9,0
"274",372,8,4,268.69125,82.74,2.5,185.95125,0,1,0,7,0,0,2,0,0,3,0,1,1,0
"275",375,6,0,28.6666666666667,0,0,28.6666666666667,0,0,0,6,6,0,0,0,0,0,0,0,0,0
"276",376,42,7,477.538333333333,131.070952380952,3.83333333333333,346.467380952381,0,14,14,14,2,10,33,0,2,23,0,19,26,0
"277",377,2,1,203.94,88.81,4,115.13,0,0,0,2,0,0,1,0,0,0,0,1,0,0
"278",379,40,0,318.884,60.025,3.975,258.859,0,0,28,12,4,21,30,4,18,41,1,21,34,0
"279",380,10,0,103.592,38.526,2.5,65.066,0,0,2,8,0,5,10,0,1,2,0,3,2,0
"280",381,3,0,284,40,7.66666666666667,244,0,0,2,1,6,3,3,0,1,3,0,3,4,0
"281",382,53,3,347.733396226415,54.4103773584906,4,293.323018867925,1,1,33,18,17,34,34,2,19,50,1,29,44,0
"282",385,13,0,216.94,23.3646153846154,1.84615384615385,193.575384615385,0,0,11,2,0,4,3,0,0,15,0,5,6,0
"283",386,19,2,300.866842105263,34.9342105263158,3.84210526315789,265.932631578947,0,1,12,6,2,15,16,2,1,10,1,13,17,0
"284",387,2,1,1042.41,249.96,2.5,792.45,0,1,1,0,0,0,1,0,0,2,1,1,0,0
"285",388,2,0,279.16,43.56,5.5,235.6,0,1,1,0,2,1,2,0,1,1,0,2,1,0
"286",392,1,0,37.93,24.1,3,13.83,0,0,0,1,2,0,1,0,0,0,0,0,0,0
"287",393,82,23,904.190731707317,276.60243902439,3.78048780487805,627.588292682927,33,4,28,17,9,73,64,0,9,22,30,55,67,0
"288",394,61,21,604.380491803279,203.913442622951,3.88524590163934,400.467049180328,2,7,39,13,10,42,52,3,9,38,2,31,61,0
"289",395,49,8,206.009387755102,10.8297959183673,3.3265306122449,195.179591836735,0,0,19,30,16,20,29,0,4,40,1,38,33,0
"290",396,27,0,512.733333333333,44,3.07407407407407,468.733333333333,0,4,10,13,7,7,20,0,5,17,0,8,24,0
"291",397,82,18,186.022804878049,40.1491463414634,3.42682926829268,145.873658536585,0,8,21,53,40,24,57,1,21,52,0,50,34,0
"292",398,98,6,952.08806122449,151.670612244898,1.33673469387755,800.417448979592,4,18,45,31,26,7,40,1,0,65,6,1,43,0
"293",399,15,4,159.925333333333,3.348,0.8,156.577333333333,0,0,6,9,0,6,8,0,0,7,0,3,0,0
"294",400,86,1,171.410697674419,32.5374418604651,3.77906976744186,138.873255813954,0,0,74,12,106,32,36,0,33,86,0,30,54,0
"295",401,59,3,565.009830508474,142.998474576271,1.96610169491525,422.011355932203,8,1,46,4,0,10,27,1,0,79,5,0,26,0
"296",402,126,41,440.577063492063,95.0796825396826,4.42857142857143,345.497380952381,13,10,75,28,33,67,106,10,56,91,12,49,164,0
"297",403,101,42,651.422376237624,167.500297029703,3.98019801980198,483.922079207921,3,8,58,32,6,59,89,3,18,67,3,50,107,0
"298",404,82,2,233.779756097561,10.0241463414634,2.45121951219512,223.755609756098,0,28,0,54,0,2,80,3,1,3,0,59,20,0
"299",405,23,2,254.667826086956,20.5417391304348,5.43478260869565,234.126086956522,0,0,9,14,11,24,21,0,7,15,2,22,20,0
"300",406,106,1,167.148962264151,16.3307547169811,1.41509433962264,150.81820754717,0,1,30,75,62,19,31,2,4,43,0,22,42,0
"301",408,58,6,216.930517241379,28.7362068965517,2.13793103448276,188.194310344828,0,6,25,27,30,16,24,1,0,32,0,16,37,0
"302",409,12,2,149.224166666667,46.5216666666667,3.83333333333333,102.7025,0,0,4,8,8,4,9,0,4,7,0,9,4,0
"303",410,21,6,320.008095238095,0,3.0952380952381,320.008095238095,0,0,10,11,0,12,19,0,4,11,3,7,12,0
"304",415,193,21,169.941347150259,47.1633160621762,4.0880829015544,122.778031088083,0,5,95,93,111,114,120,7,87,129,1,107,189,0
"305",416,96,29,180.5946875,25.8042708333333,1.82291666666667,154.790416666667,2,1,27,66,59,30,30,0,2,38,5,30,45,0
"306",417,52,13,203.951153846154,4.8125,2.05769230769231,199.138653846154,0,1,21,30,26,17,24,0,0,22,0,19,27,0
"307",418,8,3,229.20875,1.5075,4.125,227.70125,0,2,4,2,2,7,7,0,3,3,2,5,5,0
"308",419,22,4,593.600454545455,114.313181818182,4.59090909090909,479.287272727273,0,7,11,4,0,13,20,0,13,17,1,13,26,0
"309",423,19,5,466.8,142.892105263158,1.31578947368421,323.907894736842,0,0,0,19,0,2,10,6,0,8,0,7,6,0
"310",424,116,2,170.545862068965,50.1449137931035,2.45689655172414,120.400948275862,0,5,29,82,14,11,88,0,25,57,0,16,37,0
"311",425,21,0,257.648571428571,45.4880952380952,2.14285714285714,212.160476190476,0,0,11,10,4,6,10,4,0,15,1,7,10,0
"312",426,36,7,581.564722222222,216.485,3.75,365.079722222222,2,1,26,7,1,23,31,1,1,30,0,5,25,0
"313",427,23,6,238.139565217391,98.8217391304348,2.8695652173913,139.317826086957,1,0,0,22,0,3,5,0,0,8,0,2,0,0
"314",428,36,0,295.706388888889,9.2975,1.88888888888889,286.408888888889,0,13,7,16,12,4,18,0,5,17,3,8,19,0
"315",429,28,0,334.724642857143,96.0953571428571,3.60714285714286,238.629285714286,0,1,20,7,5,18,18,1,7,21,0,10,29,0
"316",430,57,1,233.052631578947,44.8421052631579,3.10526315789474,188.210526315789,0,2,13,42,30,33,27,0,24,28,0,15,48,0
"317",431,2,2,474,144,6.5,330,0,0,2,0,0,3,2,0,1,2,1,1,3,0
"318",432,14,1,317.17,26.865,5.14285714285714,290.305,1,0,9,4,0,12,12,0,0,13,9,13,14,0
"319",433,12,2,405.426666666667,121.060833333333,5.16666666666667,284.365833333333,0,1,5,6,0,7,10,2,0,12,1,17,17,0
"320",434,51,4,333.748039215686,124.099803921569,4.35294117647059,209.648235294118,0,3,33,15,3,19,39,6,14,43,10,35,63,0
"321",436,15,1,101.930666666667,2.74733333333333,0.266666666666667,99.1833333333333,0,0,13,2,0,1,2,0,0,13,0,1,0,0
"322",437,53,5,245.635094339623,41.4864150943396,3.09433962264151,204.148679245283,2,0,31,20,13,25,23,1,14,56,0,28,31,0
"323",440,17,10,463.311176470588,150.383529411765,2,312.927647058823,0,3,0,14,0,0,8,3,0,5,0,0,4,0
"324",442,4,2,406.9525,56.9525,3,350,0,4,0,0,2,0,4,0,0,0,0,4,2,0
"325",444,3,2,95.6,0,0,95.6,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"326",445,8,4,498.625,0,4.5,498.625,0,0,4,4,0,6,8,0,1,5,3,8,5,0
"327",449,1,0,230.4,140.4,3,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"328",450,12,0,194.940833333333,48.9,2.25,146.040833333333,0,0,8,4,1,1,7,0,2,8,0,0,12,0
"329",452,27,2,453.90962962963,78.5140740740741,3.07407407407407,375.395555555556,0,8,15,4,14,8,18,1,2,16,1,16,19,0
"330",453,6,5,525.583333333333,77.775,2.83333333333333,447.808333333333,0,0,3,3,0,1,6,1,0,4,0,1,5,0
"331",454,1,0,243.6,123.6,6,120,0,0,0,1,0,1,1,0,0,2,0,1,1,0
"332",457,1,0,185.7,32.7,2,153,0,0,1,0,0,0,0,0,0,2,1,0,0,0
"333",460,6,0,563.69,225.99,2.83333333333333,337.7,0,1,2,3,0,1,3,0,3,4,0,2,6,0
"334",462,17,0,208.401764705882,69.9358823529412,5.52941176470588,138.465882352941,0,0,8,9,14,14,13,0,10,13,0,16,18,0
"335",466,6,0,495.493333333333,8.76666666666667,3.66666666666667,486.726666666667,1,0,4,1,0,3,4,0,0,6,1,6,4,0
"336",467,2,0,312.095,10.285,1.5,301.81,0,1,0,1,0,0,2,0,0,0,0,1,0,0
"337",469,15,0,142.426666666667,51.308,4.4,91.1186666666667,0,0,4,11,22,6,13,0,8,6,0,7,6,0
"338",470,5,0,262.67,167.638,4.2,95.032,0,0,0,5,0,2,2,0,0,0,0,0,0,0
"339",476,77,0,222.637792207792,68.9983116883117,4.02597402597403,153.63948051948,0,1,51,25,0,2,71,0,10,92,0,7,67,0
"340",477,2,2,330,0,2,330,0,0,1,1,0,0,1,0,0,1,0,0,2,0
"341",478,5,2,124.68,0.322,0.4,124.358,0,0,0,5,0,0,1,0,0,4,0,1,0,0
"342",480,111,2,152.953153153153,6.84,0.954954954954955,146.113153153153,0,1,42,68,48,5,27,0,2,57,0,14,33,0
"343",481,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"344",483,30,4,100.009666666667,1.15733333333333,0.533333333333333,98.8523333333333,0,0,21,9,0,1,10,0,0,20,0,6,0,0
"345",484,7,0,357.942857142857,149.344285714286,2.57142857142857,208.598571428571,1,3,0,3,0,1,4,0,0,0,0,1,0,0
"346",485,1,0,42.15,2.06,2,40.09,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"347",486,9,5,1337,496.433333333333,3.44444444444444,840.566666666667,0,3,6,0,0,8,8,0,0,4,1,0,11,0
"348",487,4,3,93.7475,0.5875,0.5,93.16,0,0,0,4,0,0,1,0,0,3,0,1,0,0
"349",488,1,0,297.6,207.6,4,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"350",489,10,2,221.723,57.6,7.4,164.123,0,0,10,0,26,0,9,0,9,10,0,3,18,0
"351",492,13,0,105.797692307692,0.305384615384615,0.692307692307692,105.492307692308,0,0,0,13,0,0,8,0,0,5,0,1,0,0
"352",493,1,0,310.03,28.98,2,281.05,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"353",496,1,0,67.66,0,1,67.66,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"354",497,10,6,395.401,142.361,7.6,253.04,0,0,9,1,16,10,9,0,8,10,0,8,16,0
"355",500,41,0,166.117804878049,14.9207317073171,2.31707317073171,151.197073170732,0,0,33,8,2,11,12,0,8,52,0,19,18,0
"356",502,1,0,3000,0,2,3000,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"357",503,5,0,285.096,58.056,6.8,227.04,0,0,3,2,8,4,4,0,4,5,0,3,7,0
"358",505,4,4,492.7625,328.5,5.5,164.2625,0,0,0,4,0,0,0,0,0,1,0,0,0,0
"359",506,1,1,204,84,4,120,0,0,1,0,0,0,1,0,0,1,0,0,2,0
"360",507,3,0,217.483333333333,72.5433333333333,2.33333333333333,144.94,0,0,0,3,0,0,1,1,0,1,0,1,1,0
"361",508,5,0,801.96,0,6,801.96,5,0,0,0,0,10,5,0,0,0,5,5,5,0
"362",510,44,3,577.421818181818,180.479545454545,1.70454545454545,396.942272727273,0,10,17,17,13,10,17,11,0,26,0,11,21,0
"363",511,4,0,20.12,0,0,20.12,0,0,0,4,3,0,0,0,0,0,0,0,0,0
"364",512,1,0,180,0,4,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"365",513,3,0,137.383333333333,0,0,137.383333333333,0,0,0,3,0,0,0,0,0,3,0,0,0,0
"366",516,108,1,118.709814814815,8.92194444444444,0.592592592592593,109.78787037037,0,0,86,22,0,10,24,0,2,93,0,6,6,0
"367",517,11,0,277.674545454545,60.0645454545455,3.27272727272727,217.61,0,2,4,5,0,0,11,0,4,7,0,5,4,0
"368",518,41,0,200.874146341463,20.1982926829268,1.14634146341463,180.675853658537,0,0,37,4,0,0,13,0,0,55,0,2,6,0
"369",519,30,0,205.224333333333,47.6856666666667,2,157.538666666667,0,0,6,24,5,4,17,0,1,23,0,1,10,0
"370",520,29,7,569.831379310345,19.1051724137931,2.86206896551724,550.726206896552,3,4,13,9,2,4,19,2,5,18,5,19,20,0
"371",522,1,0,360,0,7,360,0,0,1,0,0,2,1,0,1,1,0,1,1,0
"372",524,1,0,588,288,5,300,0,0,1,0,0,0,1,0,1,1,0,0,2,0
"373",525,4,0,269.1,36.6,6,232.5,0,0,4,0,0,2,4,0,2,5,0,4,6,0
"374",526,3,3,304.4,69.7333333333333,4.33333333333333,234.666666666667,0,0,3,0,0,2,2,0,0,4,0,2,4,0
"375",527,2,0,347.245,0.745,4.5,346.5,0,1,1,0,2,0,2,0,1,1,0,1,2,0
"376",529,1,0,3013.87,1246.37,4,1767.5,0,1,0,0,0,0,1,0,0,0,0,1,1,0
"377",531,90,6,125.179333333333,14.0125555555556,0.244444444444444,111.166777777778,0,0,19,71,68,0,3,3,0,33,0,2,3,0
"378",533,1,0,93.6,0,0,93.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"379",534,2,1,159.9,0,0,159.9,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"380",536,10,0,101.529,21.24,1.1,80.289,0,0,0,10,0,0,4,0,0,5,0,0,0,0
"381",539,23,0,295.556956521739,56.55,1.91304347826087,239.006956521739,0,2,7,14,0,3,13,0,0,22,0,1,3,0
"382",544,14,0,118.186428571429,12.9214285714286,0.428571428571429,105.265,0,0,4,10,10,0,0,0,0,8,2,0,0,0
"383",547,5,0,150.866,4.8,0.8,146.066,0,0,0,5,0,0,0,0,0,4,0,0,0,0
"384",548,1,1,360,180,7,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"385",549,1,0,216,48,5,168,0,0,1,0,0,0,1,0,0,1,0,1,1,0
"386",552,10,1,51.308,2.091,0.1,49.217,0,0,1,9,9,0,0,0,0,2,0,0,0,0
"387",555,2,0,121.51,0,0,121.51,0,0,0,2,0,0,0,0,0,2,0,0,0,0
"388",556,2,0,98.34,13.385,1.5,84.955,0,0,1,1,0,0,1,0,0,2,0,1,0,0
"389",559,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"390",560,4,0,173.2275,59.775,1.5,113.4525,0,0,0,4,0,0,2,1,0,1,0,0,1,0
"391",565,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"392",567,2,0,1553.08,542.19,2,1010.89,0,0,0,2,0,0,2,1,0,0,0,1,1,0
"393",568,2,0,351.07,90,1,261.07,0,0,1,1,0,0,0,0,0,1,0,0,2,0
"394",570,1,0,91.45,0,0,91.45,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"395",571,1,1,138.36,0,0,138.36,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"396",578,1,0,119.64,0,1,119.64,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"397",579,2,0,165.6,0,0,165.6,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"398",580,1,0,307.4,0,0,307.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"399",581,2,2,131.31,0.71,2.5,130.6,0,0,0,2,0,0,2,0,0,0,0,2,0,0
"400",583,462,19,259.061861471861,91.3496536796537,3.93506493506493,167.712207792208,1,11,224,226,205,158,369,12,137,327,0,92,562,0
"401",585,15,0,291.916,19.024,4.53333333333333,272.892,0,4,8,3,0,9,14,1,0,13,0,14,11,0
"402",586,113,2,204.032212389381,58.1933628318584,3.06194690265487,145.838849557522,0,4,34,75,32,23,79,0,17,80,0,19,54,0
"403",587,47,15,344.515531914894,15.621914893617,4.04255319148936,328.893617021277,3,5,29,10,0,30,40,0,19,34,4,31,38,0
"404",588,86,18,686.854534883721,125.934186046512,3.31395348837209,560.92034883721,13,6,50,17,0,49,63,3,0,73,6,47,68,0
"405",589,62,5,244.843709677419,18.5716129032258,4.64516129032258,226.272096774194,0,1,51,10,51,25,41,1,32,68,2,42,46,0
"406",590,25,1,233.2776,86.7784,4.56,146.4992,0,0,21,4,2,22,15,1,11,28,3,14,29,0
"407",591,48,7,188.245,37.08875,2.41666666666667,151.15625,0,2,11,35,1,6,37,6,2,32,0,21,18,0
"408",592,23,2,214.820869565217,16.7339130434783,1.43478260869565,198.086956521739,0,0,16,7,7,4,4,0,0,28,1,4,3,0
"409",594,295,11,171.695389830508,41.7139661016949,2.79322033898305,129.981423728813,0,6,127,162,169,124,122,1,80,166,0,101,221,0
"410",595,38,2,251.405,55.0692105263158,2.60526315789474,196.335789473684,0,4,16,18,13,9,23,2,0,23,0,7,36,0
"411",596,33,2,183.826363636364,62.7751515151515,4.51515151515152,121.051212121212,0,3,10,20,14,10,29,1,9,25,0,34,22,0
"412",598,149,15,347.724697986577,56.4584563758389,2.28859060402685,291.266241610738,0,22,59,68,58,54,77,0,5,96,6,44,73,0
"413",599,37,11,218.474594594595,11.4613513513514,4.78378378378378,207.013243243243,0,4,27,6,32,25,30,0,17,34,6,20,24,0
"414",600,13,0,223.328461538462,58.2607692307692,2.84615384615385,165.067692307692,1,1,3,8,4,4,5,0,3,11,0,4,4,0
"415",601,20,5,205.6175,72.0185,3.1,133.599,0,3,0,17,2,1,8,0,0,2,0,6,2,0
"416",602,56,0,159.625892857143,27.8430357142857,3.39285714285714,131.782857142857,0,0,43,13,80,9,27,0,20,63,0,18,8,0
"417",603,30,8,463.288333333333,112.805,2.93333333333333,350.483333333333,1,0,9,20,8,9,19,5,7,15,0,14,24,0
"418",604,86,25,402.616046511628,32.6976744186046,3.91860465116279,369.918372093023,1,15,42,28,3,48,63,1,23,66,2,76,74,0
"419",605,36,24,477.687777777778,127.079444444444,4.66666666666667,350.608333333333,2,6,12,16,19,20,32,5,2,27,1,20,20,0
"420",606,22,1,272.191363636364,20.1222727272727,2,252.069090909091,1,2,8,11,0,5,15,0,2,12,2,3,11,0
"421",607,31,3,373.773548387097,55.5841935483871,5.51612903225806,318.18935483871,0,6,17,8,14,1,28,0,22,24,0,35,50,0
"422",608,107,13,276.031121495327,67.8163551401869,2.78504672897196,208.21476635514,0,10,38,59,46,23,73,8,18,50,7,26,89,0
"423",609,29,6,310.268275862069,60.8393103448276,3.13793103448276,249.428965517241,0,2,12,15,16,15,16,2,6,15,0,17,19,0
"424",610,103,9,342.577087378641,90.0904854368932,4.33009708737864,252.486601941747,6,2,64,31,12,72,73,2,8,109,5,94,100,0
"425",612,46,0,146.483695652174,25.1941304347826,1.69565217391304,121.289565217391,0,4,6,36,0,2,29,0,0,28,0,15,10,0
"426",613,75,10,254.674,25.2958666666667,3.09333333333333,229.378133333333,0,4,31,40,21,50,42,7,24,49,1,42,35,0
"427",614,14,1,237.794285714286,31.8857142857143,2.14285714285714,205.908571428571,0,0,8,6,2,9,6,0,0,10,0,2,5,0
"428",615,10,2,241.63,77.21,2.9,164.42,1,1,4,4,0,1,8,0,0,10,0,2,6,0
"429",616,46,12,302.21847826087,17.4202173913043,3.84782608695652,284.798260869565,0,3,30,13,2,18,32,0,23,45,1,37,33,0
"430",617,42,7,286.130952380952,61.99,2.23809523809524,224.140952380952,0,6,4,32,1,0,42,0,1,8,0,20,10,0
"431",618,30,5,284.476,147.148666666667,4.1,137.327333333333,0,1,0,29,0,1,5,0,0,2,0,0,0,0
"432",619,99,33,544.54797979798,199.839191919192,3.72727272727273,344.708787878788,1,19,46,33,7,57,67,0,3,82,10,62,99,0
"433",620,46,4,324.710869565218,31.0436956521739,3.52173913043478,293.667173913043,0,12,17,17,2,9,46,0,3,21,0,30,44,0
"434",621,83,15,166.717228915663,29.7578313253012,2.39759036144578,136.959397590361,0,12,17,54,0,0,62,0,17,43,0,45,33,0
"435",623,26,0,459.407692307692,84.6923076923077,3.5,374.715384615385,0,0,12,14,4,15,22,4,0,17,0,8,23,0
"436",624,40,1,152.70125,25.6075,1.275,127.09375,0,1,15,24,21,2,7,0,3,30,0,10,11,0
"437",625,19,1,312.173157894737,81.2773684210526,3.57894736842105,230.895789473684,0,2,11,6,7,3,13,0,10,19,1,5,16,0
"438",626,46,14,228.497608695652,38.4084782608696,2.95652173913043,190.089130434783,1,1,18,26,18,23,23,1,16,24,0,27,26,0
"439",627,27,6,969.451851851852,169.062962962963,4.48148148148148,800.388888888889,1,4,18,4,0,21,23,0,0,24,1,21,34,0
"440",628,36,1,305.046944444444,25.8472222222222,2.91666666666667,279.199722222222,0,3,16,17,19,19,23,0,1,27,1,3,23,0
"441",629,19,0,795.836315789474,62.6568421052631,4.42105263157895,733.179473684211,1,8,5,5,8,2,21,1,3,7,0,19,24,0
"442",630,35,5,328.217428571429,46.0434285714286,3.02857142857143,282.174,1,2,9,23,25,19,20,2,5,11,1,17,22,0
"443",633,56,2,103.943214285714,13.5121428571429,1.76785714285714,90.4310714285714,0,1,2,53,0,6,49,0,1,13,0,28,5,0
"444",634,2,0,623.94,98.37,1,525.57,0,0,2,0,0,0,0,0,0,4,0,0,0,0
"445",636,35,6,132.372285714286,27.0291428571429,1.85714285714286,105.343142857143,0,5,3,27,0,2,21,0,1,14,0,7,3,0
